Prefecture,SiteName,SiteAddress,SamplingLocation,MaterialType,Period,Phase,PeriodCode,LabCode,Method,CRA,CRAError,UnroundedCRA,UnroundedCRAError,Delta13C,Delta13CError,Delta13CIRMS,AnalysedBy,Laboratory,PubblicationYear,ReportTitle,Page,Remarks,Reference,Publisher,Latitude,Longitude,labcode_issues,c14_issues,ReferenceCombined,ReferenceFinal,coordinate_issues,PrefectureNameEn,Region,Furigana,SiteType,Romanised,Material,Material_Details
愛知,朝日遺跡,名古屋市西区中沼町・浮野町他,調査区Ab、遺構902SK、dot***,"土器付着物,煤,底部外面",弥生時代,貝田町2,C,PLD-8699,AMS法,2240,20,NA,NA,-27.1,0.19,-26,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,ACFJ-34,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.2236111111111,136.8584,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||財団法人愛知県教育･スポーツ振興財団愛知県埋蔵文化財センター, 2009, 愛知県埋蔵文化財センター調査報告書第154集　朝日遺蹟Ⅷ　総集編, (pp.138-148)",NA; Same site name with different coordinates (dist=2.66 km),Aichi,Chubu,あさひいせき,Site,Asahiiseki,Other,Organic Residue from Pottery
愛知,朝日遺跡,名古屋市西区中沼町・浮野町他,調査区05Ab、遺構629SD土坑,"土器付着物,煤,胴部破片・外面",弥生時代,貝田町3,C,PLD-8700,AMS法,2130,20,NA,NA,-17.63,0.2,-16.8,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,ACFJ-35 b,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.2236111111111,136.8584,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||財団法人愛知県教育･スポーツ振興財団愛知県埋蔵文化財センター, 2009, 愛知県埋蔵文化財センター調査報告書第154集　朝日遺蹟Ⅷ　総集編, (pp.138-148)",NA; Same site name with different coordinates (dist=2.66 km),Aichi,Chubu,あさひいせき,Site,Asahiiseki,Other,Organic Residue from Pottery
愛知,朝日遺跡,名古屋市西区中沼町・浮野町他,調査区05Ab、遺構108SD溝,"土器付着物,煤,胴部破片・外面",弥生時代,貝田町3,C,PLD-8701,AMS法,2265,20,NA,NA,-15.55,0.19,-14.1,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,ACFJ-37,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.2236111111111,136.8584,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||財団法人愛知県教育･スポーツ振興財団愛知県埋蔵文化財センター, 2009, 愛知県埋蔵文化財センター調査報告書第154集　朝日遺蹟Ⅷ　総集編, (pp.138-148)",NA; Same site name with different coordinates (dist=2.66 km),Aichi,Chubu,あさひいせき,Site,Asahiiseki,Other,Organic Residue from Pottery
愛知,朝日遺跡,名古屋市西区中沼町・浮野町他,調査区05Ab、遺構108SD溝,"土器付着物,煤,胴部破片・外面",弥生時代,貝田町3,C,PLD-8702,AMS法,2145,25,NA,NA,-21.35,0.17,-23.9,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,ACFJ-38,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.2236111111111,136.8584,";Same labcode, different CRAError",NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA; Same site name with different coordinates (dist=2.66 km),Aichi,Chubu,あさひいせき,Site,Asahiiseki,Other,Organic Residue from Pottery
愛知,朝日遺跡,名古屋市西区中沼町・浮野町他,調査区05Ab、遺構1329SK土坑,"土器付着物,煤,胴部上位〜中位・外面",弥生時代,貝田町1,C,PLD-8703,AMS法,2315,20,NA,NA,-22.8,0.17,-21.8,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,ACFJ-39,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.2236111111111,136.8584,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||財団法人愛知県教育･スポーツ振興財団愛知県埋蔵文化財センター, 2009, 愛知県埋蔵文化財センター調査報告書第154集　朝日遺蹟Ⅷ　総集編, (pp.138-148)",NA; Same site name with different coordinates (dist=2.66 km),Aichi,Chubu,あさひいせき,Site,Asahiiseki,Other,Organic Residue from Pottery
愛知,朝日遺跡,名古屋市西区中沼町・浮野町他,調査区04Bb、遺構SD46下層溝、dot144/150,"土器付着物,煤,胴部破片・外面",弥生時代,高蔵,C,PLD-8795,AMS法,2240,20,NA,NA,-23.11,0.25,-23.7,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,ACFJ-42 (rt),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.2236111111111,136.8584,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||財団法人愛知県教育･スポーツ振興財団愛知県埋蔵文化財センター, 2009, 愛知県埋蔵文化財センター調査報告書第154集　朝日遺蹟Ⅷ　総集編, (pp.138-148)",NA; Same site name with different coordinates (dist=2.66 km),Aichi,Chubu,あさひいせき,Site,Asahiiseki,Other,Organic Residue from Pottery
愛知,朝日遺跡,名古屋市西区中沼町・浮野町他,調査区04Ab、遺構SD02-4層溝、dot55,"土器付着物,煤,底部外面",弥生時代,高蔵,C,PLD-8704,AMS法,2145,20,NA,NA,-15.44,0.16,-14.1,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,ACFJ-45,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.2236111111111,136.8584,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||財団法人愛知県教育･スポーツ振興財団愛知県埋蔵文化財センター, 2009, 愛知県埋蔵文化財センター調査報告書第154集　朝日遺蹟Ⅷ　総集編, (pp.138-148)",NA; Same site name with different coordinates (dist=2.66 km),Aichi,Chubu,あさひいせき,Site,Asahiiseki,Other,Organic Residue from Pottery
愛知,朝日遺跡,名古屋市西区中沼町・浮野町他,調査区04Ac、遺構NR02河道,"土器付着物,煤,口縁部・外面",弥生時代,朝日,C,PLD-8705,AMS法,2320,25,NA,NA,-23.8,0.2,-23.3,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,ACFJ-47,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.2236111111111,136.8584,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||財団法人愛知県教育･スポーツ振興財団愛知県埋蔵文化財センター, 2009, 愛知県埋蔵文化財センター調査報告書第154集　朝日遺蹟Ⅷ　総集編, (pp.138-148)",NA; Same site name with different coordinates (dist=2.66 km),Aichi,Chubu,あさひいせき,Site,Asahiiseki,Other,Organic Residue from Pottery
愛知,朝日遺跡,名古屋市西区中沼町・浮野町他,調査区04Ab、遺構SK184下層土坑,"土器付着物,煤,胴部破片・外面",弥生時代,朝日,C,PLD-8796,AMS法,2235,20,NA,NA,-19.22,0.31,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,ACFJ-50 (rt),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.2236111111111,136.8584,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||財団法人愛知県教育･スポーツ振興財団愛知県埋蔵文化財センター, 2009, 愛知県埋蔵文化財センター調査報告書第154集　朝日遺蹟Ⅷ　総集編, (pp.138-148)",NA; Same site name with different coordinates (dist=2.66 km),Aichi,Chubu,あさひいせき,Site,Asahiiseki,Other,Organic Residue from Pottery
愛知,朝日遺跡第14次,名古屋市西区中沼町,7区　SD51,"土器付着物,煤,底部外面",弥生時代中期中葉,貝田町式,C,PLD-8797,AMS法,2220,20,NA,NA,-21.07,0.21,-21,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,ACFJ-53,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.2236111111111,136.8584,";Same labcode, different SiteName",NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Aichi,Chubu,あさひいせきだい14じ,Site,Asahiisekidai14ji,Other,Organic Residue from Pottery
愛知,西側北遺跡,豊橋市牛川町字西側,"平成17年度E-4区,SK-1","土器付着物,壺棺スス,胴部上半外面",弥生時代中期初頭,岩滑式,C,PLD-8798,AMS法,2255,20,NA,NA,-25.31,0.25,-26,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,ACFJ-54,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,34.7837305555556,137.415619444444,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Aichi,Chubu,にしがわきたいせき,Site,Nishigawakitaiseki,Other,Organic Residue from Pottery
